order_id,customer_id,region_code,product_id,category,product_rating,timestamp,order_value,discount_pct,is_cod,quantity,delivery_distance_km,device_age_days,session_hour,browser_family,signup_date,customer_age_days,previous_orders,previous_returns,return_rate_90d,orders_last_30d,category_return_rate,_latent_propensity,returned,split
2506,710,north,41,electronics_accessories,3.87,2026-01-02 01:04:43,819.87,0.1933,False,1,157.6,134,18,in_app_webview,2025-07-31,155,0,0,0.18,0,0.23809523809523808,0.04888369394639671,0,train
7513,830,north,72,beauty_personal_care,4.63,2026-01-02 01:37:05,809.96,0.1374,False,3,243.6,1190,20,chrome,2024-09-09,480,0,0,0.18,0,0.14285714285714285,0.06835880916683942,0,train
768,509,west,39,electronics_accessories,4.37,2026-01-02 01:55:57,362.48,0.1853,False,1,76.6,592,6,chrome,2025-03-06,302,0,0,0.18,0,0.22727272727272727,0.05916569642956124,0,train
1292,1123,north,5,fashion_apparel,3.29,2026-01-02 02:16:46,1744.71,0.2252,False,3,202.7,1460,10,in_app_webview,2025-03-06,302,0,0,0.18,0,0.22727272727272727,0.12470760488685005,0,train
6993,956,east,86,mobile_electronics,3.39,2026-01-02 04:11:49,15480.46,0.2029,True,2,228.6,804,1,firefox,2025-11-15,48,0,0,0.18,0,0.14285714285714285,0.4433552375810986,1,train
4056,1410,south,13,fashion_apparel,4.39,2026-01-02 04:28:48,945.52,0.0379,True,1,428.9,746,12,in_app_webview,2025-03-17,291,0,0,0.18,0,0.21739130434782608,0.11343776807403223,1,train
9168,1270,central,84,mobile_electronics,2.83,2026-01-02 04:52:20,40105.5,0.1345,False,2,151.9,188,17,firefox,2024-09-24,465,0,0,0.18,0,0.18181818181818182,0.2721375268679535,0,train
6847,752,east,101,books_stationery,5.0,2026-01-02 05:21:05,453.94,0.2637,False,2,253.0,607,0,in_app_webview,2024-12-06,392,0,0,0.18,0,0.13636363636363635,0.04005480667884235,0,train
9179,403,west,77,mobile_electronics,3.98,2026-01-02 05:48:58,10866.0,0.0984,True,1,83.3,838,18,firefox,2025-04-14,263,0,0,0.18,0,0.17391304347826086,0.36796405428559464,0,train
7129,879,central,52,home_kitchen,3.59,2026-01-02 07:21:49,3354.81,0.1093,False,3,36.2,946,11,edge,2025-09-30,94,0,0,0.18,0,0.13043478260869565,0.11122900640471868,0,train
3037,238,north,6,fashion_apparel,4.05,2026-01-02 08:25:14,1136.78,0.2602,True,1,263.8,814,21,in_app_webview,2025-07-06,180,0,0,0.18,0,0.25,0.064874083192915,0,train
5541,1462,east,3,fashion_apparel,4.49,2026-01-02 08:54:08,3263.72,0.1034,True,3,73.1,1354,8,edge,2025-04-08,269,0,0,0.18,0,0.24,0.3569673318966906,0,train
3065,833,south,80,mobile_electronics,4.16,2026-01-02 08:56:26,16860.41,0.061,True,2,195.3,143,10,chrome,2025-07-21,165,0,0,0.18,0,0.16666666666666666,0.7497803010664502,1,train
5948,518,west,32,electronics_accessories,3.88,2026-01-02 09:27:43,587.97,0.1317,True,1,619.7,255,15,chrome,2024-10-07,452,0,0,0.18,0,0.21739130434782608,0.1971875762030484,0,train
7045,385,west,95,books_stationery,3.91,2026-01-02 09:31:44,619.62,0.203,False,2,142.3,12,12,chrome,2024-09-11,478,0,0,0.18,0,0.13043478260869565,0.055814671484378235,0,train
5670,119,north,82,mobile_electronics,4.38,2026-01-02 09:47:26,74771.69,0.1106,False,3,194.0,494,19,firefox,2025-02-17,319,0,0,0.18,0,0.2,0.25042106323803137,1,train
4345,268,east,117,sports_fitness,3.31,2026-01-02 09:53:33,2477.46,0.0151,True,2,198.5,1295,8,firefox,2025-05-03,244,0,0,0.18,0,0.20833333333333334,0.09145192510641255,0,train
7583,621,west,30,footwear,3.84,2026-01-02 10:23:42,1487.76,0.0899,False,2,181.9,277,15,safari,2025-07-07,179,0,0,0.18,0,0.18181818181818182,0.2155314175155929,0,train
8394,1255,central,111,sports_fitness,3.25,2026-01-02 11:18:58,2419.87,0.2362,False,3,98.7,1212,9,chrome,2025-12-14,19,0,0,0.18,0,0.2,0.05511388724114819,0,train
1288,1481,west,66,beauty_personal_care,3.31,2026-01-02 12:30:30,418.48,0.0618,False,1,215.5,546,7,in_app_webview,2024-12-09,389,0,0,0.18,0,0.13636363636363635,0.0975831187100427,0,train
6821,977,east,19,footwear,4.16,2026-01-02 12:50:52,2532.26,0.1285,True,2,292.2,598,11,edge,2024-10-28,431,0,0,0.18,0,0.17391304347826086,0.14219667972429428,0,train
9550,977,east,52,home_kitchen,3.59,2026-01-02 14:21:58,762.5,0.231,False,1,61.9,923,0,chrome,2024-10-28,431,1,0,0.0,1,0.125,0.12752809520098876,0,train
3067,270,north,102,books_stationery,3.95,2026-01-02 14:32:38,783.39,0.1062,True,1,269.7,473,12,edge,2025-11-01,62,0,0,0.18,0,0.125,0.1709232227880322,0,train
1894,767,west,45,electronics_accessories,4.28,2026-01-02 15:12:14,2437.07,0.1849,True,3,289.1,418,21,chrome,2025-11-17,46,0,0,0.18,0,0.20833333333333334,0.3071028052519363,1,train
7820,887,central,98,books_stationery,3.88,2026-01-02 15:40:36,431.92,0.2719,False,2,449.4,1422,4,chrome,2024-09-27,462,0,0,0.18,0,0.12,0.08229212241860287,1,train
7969,1495,west,10,fashion_apparel,3.8,2026-01-02 16:44:50,5130.91,0.0977,False,3,323.0,571,1,edge,2025-06-19,197,0,0,0.18,0,0.23076923076923078,0.3417571374618277,0,train
1399,10,west,103,books_stationery,4.6,2026-01-02 16:54:29,395.49,0.0837,False,1,378.5,119,0,firefox,2024-10-27,432,0,0,0.18,0,0.15384615384615385,0.02204398314834217,0,train
7774,456,east,73,beauty_personal_care,3.84,2026-01-02 18:48:22,1091.41,0.1728,False,1,109.7,284,1,firefox,2025-10-05,89,0,0,0.18,0,0.13043478260869565,0.027821502795509052,0,train
6389,1316,north,2,fashion_apparel,3.57,2026-01-02 21:27:18,2264.04,0.134,True,2,222.7,1376,14,chrome,2025-03-29,279,0,0,0.18,0,0.2222222222222222,0.07719150999559686,0,train
2344,685,west,109,sports_fitness,4.49,2026-01-02 22:23:53,2405.83,0.1924,True,2,338.1,1290,11,chrome,2024-12-22,376,0,0,0.18,0,0.19230769230769232,0.15522610354147812,1,train
43,282,south,80,mobile_electronics,4.16,2026-01-02 23:28:10,32519.91,0.0629,False,3,150.7,764,22,edge,2025-08-15,140,0,0,0.18,0,0.23076923076923078,0.15861243527181615,0,train
5775,549,west,118,sports_fitness,3.38,2026-01-02 23:48:44,4133.89,0.2811,False,3,291.9,1485,16,firefox,2025-09-06,118,0,0,0.18,0,0.2222222222222222,0.12270229809964875,0,train
7533,239,north,65,beauty_personal_care,3.51,2026-01-03 00:36:41,1551.78,0.157,False,3,206.1,1076,4,in_app_webview,2025-04-05,273,0,0,0.18,0,0.125,0.22908160098234168,0,train
6120,70,central,83,mobile_electronics,4.1,2026-01-03 03:40:56,52317.83,0.2397,False,3,396.0,445,16,edge,2025-08-02,154,0,0,0.18,0,0.2222222222222222,0.2435008025836312,0,train
2087,359,east,55,home_kitchen,4.36,2026-01-03 04:40:52,2640.97,0.0754,True,3,295.3,96,9,safari,2024-10-25,435,0,0,0.18,0,0.12,0.2654977375692048,0,train
894,1395,south,80,mobile_electronics,4.16,2026-01-03 07:32:17,14891.11,0.0672,True,1,121.8,1392,10,firefox,2025-01-26,342,0,0,0.18,0,0.21428571428571427,0.45033376517168916,0,train
3677,939,central,14,fashion_apparel,4.44,2026-01-03 07:46:15,936.67,0.2292,False,2,100.0,515,22,safari,2025-07-28,159,0,0,0.18,0,0.21428571428571427,0.1713777503063287,0,train
5497,1302,east,52,home_kitchen,3.59,2026-01-03 09:57:30,2352.08,0.0744,True,2,72.7,948,19,edge,2025-06-13,204,0,0,0.18,0,0.11538461538461539,0.1810412408420799,0,train
1456,670,central,22,footwear,4.66,2026-01-03 10:03:55,4838.81,0.0936,False,2,239.9,1362,10,edge,2024-11-25,404,0,0,0.18,0,0.16666666666666666,0.16078002558409207,0,train
8654,205,central,47,home_kitchen,3.71,2026-01-03 10:49:07,2663.76,0.0907,True,2,136.6,669,4,safari,2025-07-24,163,0,0,0.18,0,0.1111111111111111,0.13544293889783285,0,train
5552,1145,east,37,electronics_accessories,4.49,2026-01-03 12:17:38,1043.19,0.1318,False,2,149.0,967,6,firefox,2025-04-22,256,0,0,0.18,0,0.24,0.051797786643995494,0,train
5528,618,east,69,beauty_personal_care,4.16,2026-01-03 12:42:45,1183.78,0.1576,True,2,290.5,510,5,in_app_webview,2025-03-04,305,0,0,0.18,0,0.12,0.05544685900929089,0,train
3138,1406,central,38,electronics_accessories,5.0,2026-01-03 13:06:51,1725.99,0.1657,False,3,186.6,168,0,chrome,2024-12-12,387,0,0,0.18,0,0.23076923076923078,0.15618823199116155,0,train
5159,63,south,53,home_kitchen,3.53,2026-01-03 14:24:08,2741.21,0.078,False,2,320.7,217,14,edge,2025-05-18,230,0,0,0.18,0,0.10714285714285714,0.281930391488546,0,train
6200,413,north,23,footwear,3.89,2026-01-03 14:38:19,2611.94,0.1395,True,1,215.5,168,7,firefox,2025-03-14,295,0,0,0.18,0,0.16,0.13289234697366317,0,train
5835,434,central,77,mobile_electronics,3.98,2026-01-03 14:43:31,17295.55,0.096,True,1,190.1,871,23,firefox,2024-11-24,405,0,0,0.18,0,0.20689655172413793,0.45971481009707416,1,train
8931,1387,central,91,books_stationery,3.26,2026-01-03 15:14:12,626.01,0.0819,True,1,313.5,441,18,safari,2025-10-09,86,0,0,0.18,0,0.14814814814814814,0.061081353926173254,0,train
8769,1456,central,1,fashion_apparel,4.48,2026-01-03 15:49:59,2393.31,0.0641,False,3,212.9,1412,10,edge,2024-10-06,454,0,0,0.18,0,0.20689655172413793,0.09920104908700242,0,train
1552,823,south,44,electronics_accessories,3.11,2026-01-03 16:20:32,621.18,0.1097,True,1,343.3,231,15,in_app_webview,2024-11-28,401,1,1,1.0,1,0.2222222222222222,0.2963452434926442,1,train
1864,873,north,57,home_kitchen,4.17,2026-01-03 18:32:35,2976.02,0.2654,False,2,291.5,150,2,edge,2024-11-11,418,0,0,0.18,0,0.10344827586206896,0.08425179431762207,0,train
7258,1496,west,3,fashion_apparel,4.49,2026-01-03 18:41:18,895.69,0.0254,False,1,211.3,774,5,in_app_webview,2025-07-05,182,0,0,0.18,0,0.2,0.03992446222764611,0,train
8027,338,south,67,beauty_personal_care,3.91,2026-01-03 19:20:18,548.58,0.0842,True,1,206.6,1326,20,firefox,2025-04-11,267,0,0,0.18,0,0.11538461538461539,0.17705215632922403,0,train
6750,1151,central,66,beauty_personal_care,3.31,2026-01-03 19:23:56,987.38,0.2102,True,3,125.3,444,11,in_app_webview,2025-05-20,228,0,0,0.18,0,0.1111111111111111,0.22580600743052423,0,train
147,56,north,93,books_stationery,3.25,2026-01-03 19:28:07,420.28,0.0457,False,1,150.3,1374,10,safari,2024-09-20,470,0,0,0.18,0,0.14285714285714285,0.1245429194464316,0,train
4204,1439,central,94,books_stationery,3.94,2026-01-03 19:47:41,1857.82,0.2303,True,3,258.5,591,16,in_app_webview,2025-04-12,266,0,0,0.18,0,0.13793103448275862,0.26671049336148034,1,train
8977,1439,central,38,electronics_accessories,5.0,2026-01-03 19:53:55,486.46,0.0249,False,1,478.0,188,9,safari,2025-04-12,266,1,1,1.0,1,0.25,0.13358694534371562,0,train
9378,663,east,5,fashion_apparel,3.29,2026-01-03 21:26:21,1625.66,0.1979,True,3,166.6,7,6,firefox,2024-09-14,476,0,0,0.18,0,0.1935483870967742,0.11994749421471428,0,train
3071,214,west,93,books_stationery,3.25,2026-01-03 22:37:16,365.13,0.1076,True,1,111.3,938,9,edge,2025-07-18,169,0,0,0.18,0,0.16666666666666666,0.11341881077674953,0,train
444,1110,central,12,fashion_apparel,4.06,2026-01-04 00:48:18,2117.0,0.0598,True,2,191.2,1294,5,in_app_webview,2024-09-21,470,0,0,0.18,0,0.1875,0.1022606620507014,1,train
5226,1038,east,38,electronics_accessories,5.0,2026-01-04 01:35:08,477.64,0.2685,True,1,274.1,964,22,chrome,2024-08-29,493,0,0,0.18,0,0.2413793103448276,0.30092292513535346,0,train
4043,1205,north,101,books_stationery,5.0,2026-01-04 02:35:13,718.57,0.1345,False,3,199.2,1293,1,in_app_webview,2025-12-15,20,0,0,0.18,0,0.16129032258064516,0.07279437142349411,0,train
484,928,south,39,electronics_accessories,4.37,2026-01-04 03:37:36,871.22,0.1066,True,2,188.1,851,23,chrome,2025-03-30,280,0,0,0.18,0,0.23333333333333334,0.08051373648644007,0,train
1509,964,east,87,mobile_electronics,4.07,2026-01-04 03:51:48,38136.36,0.1594,False,3,207.9,1284,7,safari,2025-01-27,342,0,0,0.18,0,0.23333333333333334,0.3593222832686328,1,train
3204,755,south,100,books_stationery,4.38,2026-01-04 04:50:48,386.72,0.2159,True,1,284.7,1148,8,chrome,2025-10-05,91,1,0,0.0,1,0.15625,0.13627153067254705,0,train
4840,1291,central,82,mobile_electronics,4.38,2026-01-04 05:59:32,51426.3,0.1047,True,2,414.0,418,20,chrome,2025-02-08,330,0,0,0.18,0,0.25806451612903225,0.6675206452559961,0,train
7065,1478,central,37,electronics_accessories,4.49,2026-01-04 06:14:07,1136.49,0.1835,False,2,96.7,206,5,firefox,2025-06-07,211,0,0,0.18,0,0.22580645161290322,0.1532612889090564,0,train
2169,368,west,53,home_kitchen,3.53,2026-01-04 09:10:04,3354.75,0.2326,False,3,107.5,902,14,edge,2025-04-10,269,0,0,0.18,0,0.1,0.14577819451041657,0,train
5283,159,central,5,fashion_apparel,3.29,2026-01-04 09:33:15,1430.85,0.3146,False,3,171.7,997,14,firefox,2025-08-29,128,0,0,0.18,0,0.21212121212121213,0.27427181455734795,0,train
8668,939,central,10,fashion_apparel,3.8,2026-01-04 09:46:15,3784.7,0.1805,False,2,289.2,1379,21,in_app_webview,2025-07-28,160,1,0,0.0,1,0.20588235294117646,0.20037653951273063,1,train
7036,977,east,101,books_stationery,5.0,2026-01-04 11:06:53,816.32,0.1937,True,3,124.7,403,7,chrome,2024-10-28,433,2,0,0.0,2,0.15151515151515152,0.0679641970090677,0,train
7814,275,west,28,footwear,3.16,2026-01-04 11:25:49,1908.25,0.1506,False,1,70.9,747,10,in_app_webview,2025-06-25,193,0,0,0.18,0,0.15384615384615385,0.06386154810619142,0,train
2484,100,west,93,books_stationery,3.25,2026-01-04 11:44:34,1307.76,0.0431,True,3,242.9,1482,21,edge,2024-11-30,400,0,0,0.18,0,0.14705882352941177,0.12382289591082625,0,train
4501,1261,north,95,books_stationery,3.91,2026-01-04 13:20:55,494.75,0.1813,False,2,168.6,20,12,safari,2025-03-04,306,0,0,0.18,0,0.14285714285714285,0.06533279317374917,0,train
6486,500,south,116,sports_fitness,3.73,2026-01-04 14:12:08,1543.07,0.1878,False,2,402.9,246,15,edge,2025-07-01,187,0,0,0.18,0,0.21428571428571427,0.07701108257985871,0,train
9157,359,east,52,home_kitchen,3.59,2026-01-04 15:42:59,1158.55,0.0802,True,1,76.0,1092,19,safari,2024-10-25,436,1,0,0.0,1,0.0967741935483871,0.05015551213461269,0,train
4888,157,central,90,mobile_electronics,4.0,2026-01-04 16:10:41,28305.5,0.1135,True,2,387.6,965,12,in_app_webview,2024-11-20,410,0,0,0.18,0,0.25,0.5102378748334095,0,train
6423,940,north,37,electronics_accessories,4.49,2026-01-04 17:04:07,1646.27,0.0888,True,3,291.2,87,9,in_app_webview,2025-08-31,126,0,0,0.18,0,0.21875,0.11342984971445041,0,train
6880,5,east,26,footwear,4.03,2026-01-04 17:08:02,5651.48,0.0548,False,3,123.9,729,16,safari,2025-07-06,182,0,0,0.18,0,0.14814814814814814,0.12867670380147933,1,train
2922,975,north,72,beauty_personal_care,4.63,2026-01-04 17:54:21,973.2,0.0584,False,2,606.0,1140,15,edge,2024-12-06,394,0,0,0.18,0,0.10714285714285714,0.019470419106090278,0,train
3935,1075,west,74,beauty_personal_care,4.25,2026-01-04 18:04:34,2215.32,0.0518,False,3,201.8,1366,20,firefox,2025-07-31,157,0,0,0.18,0,0.10344827586206896,0.16689120453362924,0,train
6672,525,north,87,mobile_electronics,4.07,2026-01-04 19:23:11,30255.45,0.0989,False,2,200.2,743,11,firefox,2025-04-12,267,0,0,0.18,0,0.24242424242424243,0.20408000155885855,0,train
97,310,central,95,books_stationery,3.91,2026-01-04 20:04:23,487.92,0.2093,False,2,178.4,557,14,chrome,2024-11-07,423,0,0,0.18,0,0.1388888888888889,0.08139518118578672,0,train
8929,119,north,118,sports_fitness,3.38,2026-01-04 20:24:47,3121.17,0.1627,True,2,108.0,70,14,firefox,2025-02-17,321,1,1,1.0,1,0.20689655172413793,0.15607362898592994,0,train
1513,1018,east,57,home_kitchen,4.17,2026-01-04 21:38:21,6058.64,0.0206,False,3,230.1,841,13,in_app_webview,2025-08-21,136,0,0,0.18,0,0.09375,0.12530570070971944,0,train
6671,159,central,2,fashion_apparel,3.57,2026-01-04 23:18:10,1132.96,0.1639,False,1,136.1,1246,17,chrome,2025-08-29,128,1,0,0.0,1,0.22857142857142856,0.06679317374435714,0,train
1332,495,west,71,beauty_personal_care,3.97,2026-01-04 23:56:46,2557.92,0.0548,True,3,382.1,553,15,safari,2025-03-22,288,0,0,0.18,0,0.1,0.15715836051070403,0,train
2961,434,central,13,fashion_apparel,4.39,2026-01-05 01:45:37,1905.77,0.0433,False,3,99.5,423,14,chrome,2024-11-24,407,1,1,1.0,1,0.2222222222222222,0.29852145979489536,1,train
5307,919,south,42,electronics_accessories,4.12,2026-01-05 01:54:59,1973.01,0.1151,True,2,148.7,620,17,chrome,2025-02-24,315,0,0,0.18,0,0.21212121212121213,0.1231394459486068,0,train
5709,323,south,98,books_stationery,3.88,2026-01-05 02:30:26,472.77,0.1212,False,2,427.9,1262,0,in_app_webview,2025-11-18,48,0,0,0.18,0,0.13513513513513514,0.08324256200587013,0,train
6940,1445,central,1,fashion_apparel,4.48,2026-01-05 04:25:14,748.65,0.2054,True,1,86.7,96,2,firefox,2024-11-30,401,0,0,0.18,0,0.24324324324324326,0.02795219560608959,0,train
9662,910,north,109,sports_fitness,4.49,2026-01-05 04:31:23,2873.39,0.2618,False,3,413.4,395,18,chrome,2024-10-26,436,0,0,0.18,0,0.2,0.1709850331371433,0,train
367,158,central,41,electronics_accessories,3.87,2026-01-05 05:10:20,3395.41,0.0642,False,3,200.3,429,13,safari,2025-10-06,91,0,0,0.18,0,0.20588235294117646,0.1316424687566285,0,train
7019,584,west,90,mobile_electronics,4.0,2026-01-05 05:56:34,13569.22,0.1793,False,1,71.4,1430,7,edge,2024-09-26,466,0,0,0.18,0,0.23529411764705882,0.4042345096835615,1,train
5961,1450,east,6,fashion_apparel,4.05,2026-01-05 06:06:53,1352.23,0.1119,False,1,203.4,503,15,edge,2024-11-03,428,0,0,0.18,0,0.23684210526315788,0.1147304507137302,0,train
8281,1069,south,86,mobile_electronics,3.39,2026-01-05 06:52:08,23844.49,0.1576,False,3,328.0,1452,4,in_app_webview,2025-04-23,257,0,0,0.18,0,0.2571428571428571,0.06989314318184985,0,train
3979,673,central,71,beauty_personal_care,3.97,2026-01-05 07:21:24,1585.66,0.2564,False,2,216.3,119,16,chrome,2025-12-04,32,0,0,0.18,0,0.0967741935483871,0.07428552795536685,0,train
9436,338,south,60,home_kitchen,2.89,2026-01-05 09:14:20,5028.82,0.1746,False,3,63.5,357,13,chrome,2025-04-11,269,1,0,0.0,1,0.09090909090909091,0.07260045928285412,0,train
695,980,north,47,home_kitchen,3.71,2026-01-05 10:07:07,1443.75,0.0761,True,1,102.1,569,3,safari,2025-10-13,84,0,0,0.18,0,0.08823529411764706,0.11783659919958231,0,train
3523,1453,central,49,home_kitchen,3.64,2026-01-05 14:13:59,1733.06,0.1641,False,1,169.4,675,23,chrome,2024-09-26,466,0,0,0.18,0,0.08571428571428572,0.07297760100443393,0,train
9439,498,central,105,books_stationery,4.14,2026-01-05 15:00:27,900.77,0.1199,False,3,276.0,590,15,firefox,2025-05-24,226,0,0,0.18,0,0.13157894736842105,0.08029305961500806,0,train
6311,935,east,50,home_kitchen,4.4,2026-01-05 16:50:43,1774.45,0.0248,False,1,175.3,1085,2,firefox,2025-07-13,176,1,0,0.0,1,0.08333333333333333,0.03368029466820264,0,train
8618,818,east,44,electronics_accessories,3.11,2026-01-05 17:13:16,632.01,0.0724,True,1,338.7,639,3,chrome,2024-11-06,425,0,0,0.18,0,0.2,0.2787634634884162,1,train
5949,632,central,77,mobile_electronics,3.98,2026-01-05 17:29:40,40589.09,0.0205,False,2,220.9,580,1,edge,2025-04-19,261,0,0,0.18,0,0.25,0.23224746725487683,0,train
5253,1074,south,5,fashion_apparel,3.29,2026-01-05 19:36:29,943.78,0.126,False,2,88.1,1381,12,safari,2025-09-13,114,0,0,0.18,0,0.23076923076923078,0.27402465774441925,0,train
2729,1066,east,115,sports_fitness,3.93,2026-01-05 19:56:05,2496.19,0.0325,False,1,289.4,414,11,firefox,2025-06-03,216,0,0,0.18,0,0.1935483870967742,0.047061536407258235,1,train
4890,201,south,73,beauty_personal_care,3.84,2026-01-05 20:00:47,1813.44,0.2069,False,2,221.5,963,15,firefox,2025-05-18,232,0,0,0.18,0,0.09375,0.07588383990524505,0,train
