order_id,customer_id,timestamp,split,return_rate_90d,category_return_rate,is_cod,order_value,discount_pct,delivery_distance_km,previous_returns,customer_age_days,previous_orders,product_rating,orders_last_30d,region_code,browser_family,device_age_days,session_hour,returned
5816,1267,2026-01-01 15:02:24,train,0.18,0.14285714285714285,False,2045.1,0.093,359.5,0,460,0,3.95,0,south,safari,689,10,0
1051,122,2026-01-01 15:20:01,train,0.18,0.15789473684210525,False,1994.6,0.0543,283.5,0,4,0,3.11,0,north,safari,232,1,1
5040,425,2026-01-01 16:17:32,train,0.18,0.15789473684210525,False,20101.4,0.0282,134.2,0,191,0,4.19,0,south,edge,403,6,0
3849,502,2026-01-01 16:30:15,train,0.18,0.15789473684210525,False,5993.87,0.0314,95.2,0,16,0,2.89,0,north,firefox,1123,19,0
4029,424,2026-01-01 16:30:44,train,0.18,0.15,False,2140.92,0.0916,91.4,0,69,0,4.01,0,east,firefox,360,7,0
4274,628,2026-01-01 17:56:54,train,0.18,0.14285714285714285,False,1800.04,0.2938,168.5,0,227,0,4.01,0,west,edge,208,15,0
131,78,2026-01-01 19:36:31,train,0.18,0.15,False,18434.08,0.1941,351.7,0,332,0,4.38,0,west,edge,685,5,0
7907,263,2026-01-01 20:41:08,train,0.18,0.13636363636363635,False,4104.19,0.234,328.3,0,278,0,2.89,0,north,chrome,1431,23,0
5524,196,2026-01-01 21:17:26,train,0.18,0.15789473684210525,True,1009.81,0.1621,83.9,0,435,0,4.79,0,west,firefox,959,21,0
1539,1309,2026-01-01 21:41:30,train,0.18,0.2,False,940.69,0.2031,75.0,0,192,0,5.0,0,west,safari,1116,1,1
3590,889,2026-01-01 22:49:54,train,0.18,0.21739130434782608,False,3652.61,0.05,467.5,0,489,0,3.73,0,central,edge,1188,18,0
1948,755,2026-01-01 23:13:54,train,0.18,0.15,False,938.68,0.1505,279.6,0,88,0,3.51,0,south,chrome,963,20,0
8225,935,2026-01-01 23:25:32,train,0.18,0.15,False,1889.25,0.1861,254.1,0,172,0,4.45,0,east,safari,1211,16,0
6613,960,2026-01-01 23:41:09,train,0.18,0.23809523809523808,False,486.67,0.1997,100.3,0,195,0,3.29,0,north,chrome,869,1,0
8785,1257,2026-01-02 00:17:12,train,0.18,0.14285714285714285,False,4068.19,0.2147,539.7,0,337,0,3.16,0,central,chrome,191,21,1
2506,710,2026-01-02 01:04:43,train,0.18,0.23809523809523808,False,819.87,0.1933,157.6,0,155,0,3.87,0,north,in_app_webview,134,18,0
7513,830,2026-01-02 01:37:05,train,0.18,0.14285714285714285,False,809.96,0.1374,243.6,0,480,0,4.63,0,north,chrome,1190,20,0
768,509,2026-01-02 01:55:57,train,0.18,0.22727272727272727,False,362.48,0.1853,76.6,0,302,0,4.37,0,west,chrome,592,6,0
1292,1123,2026-01-02 02:16:46,train,0.18,0.22727272727272727,False,1744.71,0.2252,202.7,0,302,0,3.29,0,north,in_app_webview,1460,10,0
6993,956,2026-01-02 04:11:49,train,0.18,0.14285714285714285,True,15480.46,0.2029,228.6,0,48,0,3.39,0,east,firefox,804,1,1
4056,1410,2026-01-02 04:28:48,train,0.18,0.21739130434782608,True,945.52,0.0379,428.9,0,291,0,4.39,0,south,in_app_webview,746,12,1
9168,1270,2026-01-02 04:52:20,train,0.18,0.18181818181818182,False,40105.5,0.1345,151.9,0,465,0,2.83,0,central,firefox,188,17,0
6847,752,2026-01-02 05:21:05,train,0.18,0.13636363636363635,False,453.94,0.2637,253.0,0,392,0,5.0,0,east,in_app_webview,607,0,0
9179,403,2026-01-02 05:48:58,train,0.18,0.17391304347826086,True,10866.0,0.0984,83.3,0,263,0,3.98,0,west,firefox,838,18,0
7129,879,2026-01-02 07:21:49,train,0.18,0.13043478260869565,False,3354.81,0.1093,36.2,0,94,0,3.59,0,central,edge,946,11,0
3037,238,2026-01-02 08:25:14,train,0.18,0.25,True,1136.78,0.2602,263.8,0,180,0,4.05,0,north,in_app_webview,814,21,0
5541,1462,2026-01-02 08:54:08,train,0.18,0.24,True,3263.72,0.1034,73.1,0,269,0,4.49,0,east,edge,1354,8,0
3065,833,2026-01-02 08:56:26,train,0.18,0.16666666666666666,True,16860.41,0.061,195.3,0,165,0,4.16,0,south,chrome,143,10,1
5948,518,2026-01-02 09:27:43,train,0.18,0.21739130434782608,True,587.97,0.1317,619.7,0,452,0,3.88,0,west,chrome,255,15,0
7045,385,2026-01-02 09:31:44,train,0.18,0.13043478260869565,False,619.62,0.203,142.3,0,478,0,3.91,0,west,chrome,12,12,0
5670,119,2026-01-02 09:47:26,train,0.18,0.2,False,74771.69,0.1106,194.0,0,319,0,4.38,0,north,firefox,494,19,1
4345,268,2026-01-02 09:53:33,train,0.18,0.20833333333333334,True,2477.46,0.0151,198.5,0,244,0,3.31,0,east,firefox,1295,8,0
7583,621,2026-01-02 10:23:42,train,0.18,0.18181818181818182,False,1487.76,0.0899,181.9,0,179,0,3.84,0,west,safari,277,15,0
8394,1255,2026-01-02 11:18:58,train,0.18,0.2,False,2419.87,0.2362,98.7,0,19,0,3.25,0,central,chrome,1212,9,0
1288,1481,2026-01-02 12:30:30,train,0.18,0.13636363636363635,False,418.48,0.0618,215.5,0,389,0,3.31,0,west,in_app_webview,546,7,0
6821,977,2026-01-02 12:50:52,train,0.18,0.17391304347826086,True,2532.26,0.1285,292.2,0,431,0,4.16,0,east,edge,598,11,0
9550,977,2026-01-02 14:21:58,train,0.0,0.125,False,762.5,0.231,61.9,0,431,1,3.59,1,east,chrome,923,0,0
3067,270,2026-01-02 14:32:38,train,0.18,0.125,True,783.39,0.1062,269.7,0,62,0,3.95,0,north,edge,473,12,0
1894,767,2026-01-02 15:12:14,train,0.18,0.20833333333333334,True,2437.07,0.1849,289.1,0,46,0,4.28,0,west,chrome,418,21,1
7820,887,2026-01-02 15:40:36,train,0.18,0.12,False,431.92,0.2719,449.4,0,462,0,3.88,0,central,chrome,1422,4,1
7969,1495,2026-01-02 16:44:50,train,0.18,0.23076923076923078,False,5130.91,0.0977,323.0,0,197,0,3.8,0,west,edge,571,1,0
1399,10,2026-01-02 16:54:29,train,0.18,0.15384615384615385,False,395.49,0.0837,378.5,0,432,0,4.6,0,west,firefox,119,0,0
7774,456,2026-01-02 18:48:22,train,0.18,0.13043478260869565,False,1091.41,0.1728,109.7,0,89,0,3.84,0,east,firefox,284,1,0
6389,1316,2026-01-02 21:27:18,train,0.18,0.2222222222222222,True,2264.04,0.134,222.7,0,279,0,3.57,0,north,chrome,1376,14,0
2344,685,2026-01-02 22:23:53,train,0.18,0.19230769230769232,True,2405.83,0.1924,338.1,0,376,0,4.49,0,west,chrome,1290,11,1
43,282,2026-01-02 23:28:10,train,0.18,0.23076923076923078,False,32519.91,0.0629,150.7,0,140,0,4.16,0,south,edge,764,22,0
5775,549,2026-01-02 23:48:44,train,0.18,0.2222222222222222,False,4133.89,0.2811,291.9,0,118,0,3.38,0,west,firefox,1485,16,0
7533,239,2026-01-03 00:36:41,train,0.18,0.125,False,1551.78,0.157,206.1,0,273,0,3.51,0,north,in_app_webview,1076,4,0
6120,70,2026-01-03 03:40:56,train,0.18,0.2222222222222222,False,52317.83,0.2397,396.0,0,154,0,4.1,0,central,edge,445,16,0
2087,359,2026-01-03 04:40:52,train,0.18,0.12,True,2640.97,0.0754,295.3,0,435,0,4.36,0,east,safari,96,9,0
894,1395,2026-01-03 07:32:17,train,0.18,0.21428571428571427,True,14891.11,0.0672,121.8,0,342,0,4.16,0,south,firefox,1392,10,0
3677,939,2026-01-03 07:46:15,train,0.18,0.21428571428571427,False,936.67,0.2292,100.0,0,159,0,4.44,0,central,safari,515,22,0
5497,1302,2026-01-03 09:57:30,train,0.18,0.11538461538461539,True,2352.08,0.0744,72.7,0,204,0,3.59,0,east,edge,948,19,0
1456,670,2026-01-03 10:03:55,train,0.18,0.16666666666666666,False,4838.81,0.0936,239.9,0,404,0,4.66,0,central,edge,1362,10,0
8654,205,2026-01-03 10:49:07,train,0.18,0.1111111111111111,True,2663.76,0.0907,136.6,0,163,0,3.71,0,central,safari,669,4,0
5552,1145,2026-01-03 12:17:38,train,0.18,0.24,False,1043.19,0.1318,149.0,0,256,0,4.49,0,east,firefox,967,6,0
5528,618,2026-01-03 12:42:45,train,0.18,0.12,True,1183.78,0.1576,290.5,0,305,0,4.16,0,east,in_app_webview,510,5,0
3138,1406,2026-01-03 13:06:51,train,0.18,0.23076923076923078,False,1725.99,0.1657,186.6,0,387,0,5.0,0,central,chrome,168,0,0
5159,63,2026-01-03 14:24:08,train,0.18,0.10714285714285714,False,2741.21,0.078,320.7,0,230,0,3.53,0,south,edge,217,14,0
6200,413,2026-01-03 14:38:19,train,0.18,0.16,True,2611.94,0.1395,215.5,0,295,0,3.89,0,north,firefox,168,7,0
5835,434,2026-01-03 14:43:31,train,0.18,0.20689655172413793,True,17295.55,0.096,190.1,0,405,0,3.98,0,central,firefox,871,23,1
8931,1387,2026-01-03 15:14:12,train,0.18,0.14814814814814814,True,626.01,0.0819,313.5,0,86,0,3.26,0,central,safari,441,18,0
8769,1456,2026-01-03 15:49:59,train,0.18,0.20689655172413793,False,2393.31,0.0641,212.9,0,454,0,4.48,0,central,edge,1412,10,0
1552,823,2026-01-03 16:20:32,train,1.0,0.2222222222222222,True,621.18,0.1097,343.3,1,401,1,3.11,1,south,in_app_webview,231,15,1
1864,873,2026-01-03 18:32:35,train,0.18,0.10344827586206896,False,2976.02,0.2654,291.5,0,418,0,4.17,0,north,edge,150,2,0
7258,1496,2026-01-03 18:41:18,train,0.18,0.2,False,895.69,0.0254,211.3,0,182,0,4.49,0,west,in_app_webview,774,5,0
8027,338,2026-01-03 19:20:18,train,0.18,0.11538461538461539,True,548.58,0.0842,206.6,0,267,0,3.91,0,south,firefox,1326,20,0
6750,1151,2026-01-03 19:23:56,train,0.18,0.1111111111111111,True,987.38,0.2102,125.3,0,228,0,3.31,0,central,in_app_webview,444,11,0
147,56,2026-01-03 19:28:07,train,0.18,0.14285714285714285,False,420.28,0.0457,150.3,0,470,0,3.25,0,north,safari,1374,10,0
4204,1439,2026-01-03 19:47:41,train,0.18,0.13793103448275862,True,1857.82,0.2303,258.5,0,266,0,3.94,0,central,in_app_webview,591,16,1
8977,1439,2026-01-03 19:53:55,train,1.0,0.25,False,486.46,0.0249,478.0,1,266,1,5.0,1,central,safari,188,9,0
9378,663,2026-01-03 21:26:21,train,0.18,0.1935483870967742,True,1625.66,0.1979,166.6,0,476,0,3.29,0,east,firefox,7,6,0
3071,214,2026-01-03 22:37:16,train,0.18,0.16666666666666666,True,365.13,0.1076,111.3,0,169,0,3.25,0,west,edge,938,9,0
444,1110,2026-01-04 00:48:18,train,0.18,0.1875,True,2117.0,0.0598,191.2,0,470,0,4.06,0,central,in_app_webview,1294,5,1
5226,1038,2026-01-04 01:35:08,train,0.18,0.2413793103448276,True,477.64,0.2685,274.1,0,493,0,5.0,0,east,chrome,964,22,0
4043,1205,2026-01-04 02:35:13,train,0.18,0.16129032258064516,False,718.57,0.1345,199.2,0,20,0,5.0,0,north,in_app_webview,1293,1,0
484,928,2026-01-04 03:37:36,train,0.18,0.23333333333333334,True,871.22,0.1066,188.1,0,280,0,4.37,0,south,chrome,851,23,0
1509,964,2026-01-04 03:51:48,train,0.18,0.23333333333333334,False,38136.36,0.1594,207.9,0,342,0,4.07,0,east,safari,1284,7,1
3204,755,2026-01-04 04:50:48,train,0.0,0.15625,True,386.72,0.2159,284.7,0,91,1,4.38,1,south,chrome,1148,8,0
4840,1291,2026-01-04 05:59:32,train,0.18,0.25806451612903225,True,51426.3,0.1047,414.0,0,330,0,4.38,0,central,chrome,418,20,0
7065,1478,2026-01-04 06:14:07,train,0.18,0.22580645161290322,False,1136.49,0.1835,96.7,0,211,0,4.49,0,central,firefox,206,5,0
2169,368,2026-01-04 09:10:04,train,0.18,0.1,False,3354.75,0.2326,107.5,0,269,0,3.53,0,west,edge,902,14,0
5283,159,2026-01-04 09:33:15,train,0.18,0.21212121212121213,False,1430.85,0.3146,171.7,0,128,0,3.29,0,central,firefox,997,14,0
8668,939,2026-01-04 09:46:15,train,0.0,0.20588235294117646,False,3784.7,0.1805,289.2,0,160,1,3.8,1,central,in_app_webview,1379,21,1
7036,977,2026-01-04 11:06:53,train,0.0,0.15151515151515152,True,816.32,0.1937,124.7,0,433,2,5.0,2,east,chrome,403,7,0
7814,275,2026-01-04 11:25:49,train,0.18,0.15384615384615385,False,1908.25,0.1506,70.9,0,193,0,3.16,0,west,in_app_webview,747,10,0
2484,100,2026-01-04 11:44:34,train,0.18,0.14705882352941177,True,1307.76,0.0431,242.9,0,400,0,3.25,0,west,edge,1482,21,0
4501,1261,2026-01-04 13:20:55,train,0.18,0.14285714285714285,False,494.75,0.1813,168.6,0,306,0,3.91,0,north,safari,20,12,0
6486,500,2026-01-04 14:12:08,train,0.18,0.21428571428571427,False,1543.07,0.1878,402.9,0,187,0,3.73,0,south,edge,246,15,0
9157,359,2026-01-04 15:42:59,train,0.0,0.0967741935483871,True,1158.55,0.0802,76.0,0,436,1,3.59,1,east,safari,1092,19,0
4888,157,2026-01-04 16:10:41,train,0.18,0.25,True,28305.5,0.1135,387.6,0,410,0,4.0,0,central,in_app_webview,965,12,0
6423,940,2026-01-04 17:04:07,train,0.18,0.21875,True,1646.27,0.0888,291.2,0,126,0,4.49,0,north,in_app_webview,87,9,0
6880,5,2026-01-04 17:08:02,train,0.18,0.14814814814814814,False,5651.48,0.0548,123.9,0,182,0,4.03,0,east,safari,729,16,1
2922,975,2026-01-04 17:54:21,train,0.18,0.10714285714285714,False,973.2,0.0584,606.0,0,394,0,4.63,0,north,edge,1140,15,0
3935,1075,2026-01-04 18:04:34,train,0.18,0.10344827586206896,False,2215.32,0.0518,201.8,0,157,0,4.25,0,west,firefox,1366,20,0
6672,525,2026-01-04 19:23:11,train,0.18,0.24242424242424243,False,30255.45,0.0989,200.2,0,267,0,4.07,0,north,firefox,743,11,0
97,310,2026-01-04 20:04:23,train,0.18,0.1388888888888889,False,487.92,0.2093,178.4,0,423,0,3.91,0,central,chrome,557,14,0
8929,119,2026-01-04 20:24:47,train,1.0,0.20689655172413793,True,3121.17,0.1627,108.0,1,321,1,3.38,1,north,firefox,70,14,0
1513,1018,2026-01-04 21:38:21,train,0.18,0.09375,False,6058.64,0.0206,230.1,0,136,0,4.17,0,east,in_app_webview,841,13,0
6671,159,2026-01-04 23:18:10,train,0.0,0.22857142857142856,False,1132.96,0.1639,136.1,0,128,1,3.57,1,central,chrome,1246,17,0
1332,495,2026-01-04 23:56:46,train,0.18,0.1,True,2557.92,0.0548,382.1,0,288,0,3.97,0,west,safari,553,15,0
2961,434,2026-01-05 01:45:37,train,1.0,0.2222222222222222,False,1905.77,0.0433,99.5,1,407,1,4.39,1,central,chrome,423,14,1
5307,919,2026-01-05 01:54:59,train,0.18,0.21212121212121213,True,1973.01,0.1151,148.7,0,315,0,4.12,0,south,chrome,620,17,0
5709,323,2026-01-05 02:30:26,train,0.18,0.13513513513513514,False,472.77,0.1212,427.9,0,48,0,3.88,0,south,in_app_webview,1262,0,0
6940,1445,2026-01-05 04:25:14,train,0.18,0.24324324324324326,True,748.65,0.2054,86.7,0,401,0,4.48,0,central,firefox,96,2,0
9662,910,2026-01-05 04:31:23,train,0.18,0.2,False,2873.39,0.2618,413.4,0,436,0,4.49,0,north,chrome,395,18,0
367,158,2026-01-05 05:10:20,train,0.18,0.20588235294117646,False,3395.41,0.0642,200.3,0,91,0,3.87,0,central,safari,429,13,0
7019,584,2026-01-05 05:56:34,train,0.18,0.23529411764705882,False,13569.22,0.1793,71.4,0,466,0,4.0,0,west,edge,1430,7,1
5961,1450,2026-01-05 06:06:53,train,0.18,0.23684210526315788,False,1352.23,0.1119,203.4,0,428,0,4.05,0,east,edge,503,15,0
8281,1069,2026-01-05 06:52:08,train,0.18,0.2571428571428571,False,23844.49,0.1576,328.0,0,257,0,3.39,0,south,in_app_webview,1452,4,0
3979,673,2026-01-05 07:21:24,train,0.18,0.0967741935483871,False,1585.66,0.2564,216.3,0,32,0,3.97,0,central,chrome,119,16,0
9436,338,2026-01-05 09:14:20,train,0.0,0.09090909090909091,False,5028.82,0.1746,63.5,0,269,1,2.89,1,south,chrome,357,13,0
695,980,2026-01-05 10:07:07,train,0.18,0.08823529411764706,True,1443.75,0.0761,102.1,0,84,0,3.71,0,north,safari,569,3,0
3523,1453,2026-01-05 14:13:59,train,0.18,0.08571428571428572,False,1733.06,0.1641,169.4,0,466,0,3.64,0,central,chrome,675,23,0
9439,498,2026-01-05 15:00:27,train,0.18,0.13157894736842105,False,900.77,0.1199,276.0,0,226,0,4.14,0,central,firefox,590,15,0
6311,935,2026-01-05 16:50:43,train,0.0,0.08333333333333333,False,1774.45,0.0248,175.3,0,176,1,4.4,1,east,firefox,1085,2,0
8618,818,2026-01-05 17:13:16,train,0.18,0.2,True,632.01,0.0724,338.7,0,425,0,3.11,0,east,chrome,639,3,1
5949,632,2026-01-05 17:29:40,train,0.18,0.25,False,40589.09,0.0205,220.9,0,261,0,3.98,0,central,edge,580,1,0
5253,1074,2026-01-05 19:36:29,train,0.18,0.23076923076923078,False,943.78,0.126,88.1,0,114,0,3.29,0,south,safari,1381,12,0
2729,1066,2026-01-05 19:56:05,train,0.18,0.1935483870967742,False,2496.19,0.0325,289.4,0,216,0,3.93,0,east,firefox,414,11,1
4890,201,2026-01-05 20:00:47,train,0.18,0.09375,False,1813.44,0.2069,221.5,0,232,0,3.84,0,south,firefox,963,15,0
5330,564,2026-01-05 20:09:23,train,0.18,0.17857142857142858,False,1622.0,0.0368,118.4,0,370,0,3.69,0,west,in_app_webview,297,3,0
6094,1027,2026-01-05 20:37:21,train,0.18,0.21875,False,5146.67,0.1055,166.1,0,447,0,4.49,0,east,in_app_webview,1250,16,0
4608,363,2026-01-05 21:22:48,train,0.18,0.2222222222222222,True,601.51,0.2064,74.1,0,339,0,3.88,0,central,firefox,259,19,0
5685,814,2026-01-06 00:22:28,train,0.18,0.21621621621621623,True,2223.97,0.0925,185.1,0,295,0,3.87,0,north,edge,15,13,0
8321,1174,2026-01-06 01:17:48,train,0.18,0.21052631578947367,True,874.05,0.2246,156.1,0,374,0,4.28,0,north,safari,333,9,0
9874,687,2026-01-06 01:23:00,train,0.18,0.20512820512820512,True,716.56,0.0668,113.6,0,203,0,3.11,0,south,safari,1293,18,0
9800,310,2026-01-06 03:43:24,train,0.0,0.08108108108108109,False,8203.66,0.2003,187.2,0,425,1,3.64,1,central,firefox,193,19,0
281,1018,2026-01-06 04:18:09,train,0.0,0.225,False,1816.76,0.2351,202.3,0,138,1,4.06,1,east,safari,1380,3,0
4687,447,2026-01-06 04:29:55,train,0.18,0.09090909090909091,False,790.74,0.2301,212.5,0,272,0,3.31,0,north,chrome,1242,2,0
7504,1291,2026-01-06 04:58:53,train,0.0,0.21212121212121213,False,3647.05,0.0454,187.5,0,332,1,4.49,1,central,edge,1303,6,1
8272,1069,2026-01-06 05:50:47,train,0.0,0.2,False,4138.73,0.0532,377.3,0,258,1,3.87,1,south,in_app_webview,1161,0,1
6574,39,2026-01-06 07:10:29,train,0.18,0.24324324324324326,False,19766.61,0.1729,97.4,0,300,0,5.0,0,west,firefox,227,12,1
4065,534,2026-01-06 07:34:28,train,0.18,0.21951219512195122,False,1170.81,0.0812,104.3,0,294,0,3.9,0,west,safari,824,18,0
7011,825,2026-01-06 07:53:46,train,0.18,0.1282051282051282,False,916.58,0.1523,247.5,0,42,0,4.27,0,west,safari,884,7,0
2063,330,2026-01-06 08:54:39,train,0.18,0.21951219512195122,True,784.95,0.2565,240.0,0,93,0,4.49,0,central,in_app_webview,23,10,1
1167,498,2026-01-06 09:25:45,train,0.0,0.1724137931034483,False,2769.0,0.1544,141.8,0,227,1,4.36,1,central,edge,967,9,0
8697,77,2026-01-06 11:58:47,train,0.18,0.23529411764705882,False,1915.8,0.2532,241.8,0,260,0,3.96,0,east,edge,1152,2,0
7534,888,2026-01-06 13:32:18,train,0.18,0.125,False,1568.84,0.3315,395.9,0,362,0,3.94,0,central,safari,303,19,0
2205,556,2026-01-06 13:43:59,train,0.18,0.21428571428571427,False,2403.96,0.0172,622.4,0,131,0,4.48,0,south,edge,1137,12,0
8907,710,2026-01-06 14:03:36,train,0.0,0.20930232558139536,True,396.05,0.2336,453.0,0,159,1,3.99,1,north,firefox,465,13,0
4887,979,2026-01-06 14:16:02,train,0.18,0.07894736842105263,False,1422.74,0.0595,195.1,0,245,0,3.27,0,north,safari,1216,22,0
7240,214,2026-01-06 16:12:31,train,0.0,0.16666666666666666,False,1822.5,0.0768,243.9,0,172,1,2.95,1,west,edge,821,3,0
4372,209,2026-01-06 16:15:02,train,0.18,0.07692307692307693,True,3150.95,0.0457,228.1,0,310,0,3.22,0,south,firefox,481,1,0
6933,1116,2026-01-06 17:23:30,train,0.18,0.20454545454545456,False,2140.93,0.0761,485.6,0,141,0,3.99,0,west,safari,334,10,0
5681,1118,2026-01-06 17:38:26,train,0.18,0.08823529411764706,False,905.42,0.2959,375.6,0,70,0,4.28,0,north,firefox,572,22,0
1619,164,2026-01-06 19:02:05,train,0.18,0.2631578947368421,False,40333.21,0.132,170.3,0,204,0,4.29,0,east,safari,168,3,0
5116,708,2026-01-06 19:25:16,train,0.18,0.12195121951219512,False,1029.12,0.0461,79.5,0,80,0,3.91,0,central,edge,1143,8,0
2230,648,2026-01-06 20:47:20,train,0.18,0.16129032258064516,False,2058.88,0.0208,394.1,0,108,0,3.84,0,central,safari,292,12,1
7986,1429,2026-01-06 21:18:44,train,0.18,0.075,False,1463.34,0.3818,223.1,0,307,0,4.01,0,north,in_app_webview,1094,22,0
1641,373,2026-01-06 21:46:21,train,0.18,0.2,True,2007.95,0.0634,212.4,0,201,0,3.99,0,west,firefox,132,19,0
1130,647,2026-01-06 21:58:59,train,0.18,0.11904761904761904,False,561.26,0.1891,207.5,0,163,0,3.91,0,north,safari,358,14,0
3361,165,2026-01-06 22:42:20,train,0.18,0.2564102564102564,True,12186.82,0.136,300.6,0,195,0,5.0,0,east,chrome,714,18,0
511,39,2026-01-06 23:50:26,train,1.0,0.22857142857142856,False,5185.13,0.1031,250.4,1,300,1,4.07,1,west,safari,609,3,1
980,142,2026-01-07 02:40:18,train,0.18,0.1875,True,1948.98,0.1341,273.3,0,347,0,2.95,0,north,edge,724,1,0
9700,653,2026-01-07 03:40:38,train,0.18,0.25,True,4652.49,0.0794,293.7,0,356,0,4.49,0,central,edge,1466,2,1
33,1018,2026-01-07 04:36:59,train,0.0,0.2702702702702703,True,1469.59,0.1592,141.6,0,139,2,3.89,2,east,firefox,1153,1,0
3238,520,2026-01-07 05:11:29,train,0.18,0.2631578947368421,True,3629.39,0.1079,195.3,0,65,0,4.49,0,east,firefox,969,20,1
1314,833,2026-01-07 06:00:37,train,1.0,0.11627906976744186,False,394.35,0.156,181.7,1,170,1,3.25,1,south,firefox,305,23,0
5743,1215,2026-01-07 06:07:07,train,0.18,0.23809523809523808,False,3406.13,0.1606,370.4,0,451,0,2.93,0,east,edge,759,11,0
4866,834,2026-01-07 06:29:38,train,0.18,0.28205128205128205,False,1902.01,0.0123,68.7,0,400,0,3.13,0,central,chrome,66,21,0
1403,507,2026-01-07 08:52:38,train,0.18,0.25,True,32122.63,0.0449,124.0,0,112,0,4.07,0,east,in_app_webview,1131,16,1
8470,518,2026-01-07 09:02:02,train,0.0,0.18181818181818182,False,1035.33,0.143,42.6,0,457,1,4.45,1,west,edge,444,19,0
2963,283,2026-01-07 10:55:46,train,0.18,0.17647058823529413,True,4961.97,0.1028,106.5,0,8,0,5.0,0,north,firefox,909,11,1
8883,1029,2026-01-07 12:02:12,train,0.18,0.08571428571428572,False,1061.4,0.21,183.8,0,86,0,3.94,0,north,edge,562,8,0
6546,437,2026-01-07 12:24:39,train,0.18,0.1956521739130435,False,1402.16,0.24,247.8,0,85,0,4.39,0,south,firefox,585,5,0
3193,1355,2026-01-07 12:56:03,train,0.18,0.07317073170731707,False,6329.49,0.0944,248.8,0,343,0,3.64,0,west,in_app_webview,74,21,0
8981,1230,2026-01-07 13:00:36,train,0.18,0.275,False,3604.87,0.245,188.7,0,292,0,3.38,0,east,edge,180,0,0
6244,994,2026-01-07 13:38:20,train,0.18,0.19148936170212766,False,457.23,0.1975,404.8,0,186,0,3.99,0,west,in_app_webview,583,9,0
8833,454,2026-01-07 14:04:32,train,0.18,0.23255813953488372,False,1744.98,0.1424,338.0,0,488,0,5.0,0,east,in_app_webview,467,23,0
3861,56,2026-01-07 14:07:17,train,0.0,0.07142857142857142,False,965.35,0.0817,53.5,0,474,1,4.36,1,north,firefox,793,12,0
7780,632,2026-01-07 14:09:05,train,0.0,0.2682926829268293,False,3039.34,0.2317,323.5,0,263,1,3.77,1,central,safari,458,8,0
5045,1060,2026-01-07 18:54:49,train,0.18,0.2,False,1912.53,0.0566,216.7,0,275,0,3.72,0,east,safari,716,22,0
8797,1130,2026-01-07 19:13:53,train,0.18,0.1875,False,2644.81,0.0617,208.5,0,24,0,4.39,0,north,safari,471,12,0
